group,boro,outcome,count,day
45-64,MN,HOSPITALIZED_RATE,651.82,2020-09-27
45-64,MN,DEATH_RATE,101.86,2020-09-27
45-64,QN,CASE_COUNT,26523,2020-09-27
45-64,QN,HOSPITALIZED_COUNT,6332,2020-09-27
45-64,QN,DEATH_COUNT,1467,2020-09-27
45-64,QN,CASE_RATE,4350.61,2020-09-27
45-64,QN,HOSPITALIZED_RATE,1038.65,2020-09-27
45-64,QN,DEATH_RATE,240.63,2020-09-27
45-64,SI,CASE_COUNT,5762,2020-09-27
45-64,SI,HOSPITALIZED_COUNT,891,2020-09-27
45-64,SI,DEATH_COUNT,185,2020-09-27
45-64,SI,CASE_RATE,4385.32,2020-09-27
45-64,SI,HOSPITALIZED_RATE,678.12,2020-09-27
45-64,SI,DEATH_RATE,140.8,2020-09-27
65-74,BK,CASE_COUNT,8643,2020-09-27
65-74,BK,HOSPITALIZED_COUNT,3755,2020-09-27
65-74,BK,DEATH_COUNT,1446,2020-09-27
65-74,BK,CASE_RATE,4228.7,2020-09-27
65-74,BK,HOSPITALIZED_RATE,1837.18,2020-09-27
65-74,BK,DEATH_RATE,707.47,2020-09-27
65-74,BX,CASE_COUNT,5887,2020-09-27
65-74,BX,HOSPITALIZED_COUNT,2800,2020-09-27
65-74,BX,DEATH_COUNT,1035,2020-09-27
65-74,BX,CASE_RATE,5770.78,2020-09-27
65-74,BX,HOSPITALIZED_RATE,2744.72,2020-09-27
65-74,BX,DEATH_RATE,1014.57,2020-09-27
65-74,MN,CASE_COUNT,3883,2020-09-27
65-74,MN,HOSPITALIZED_COUNT,1859,2020-09-27
65-74,MN,DEATH_COUNT,576,2020-09-27
65-74,MN,CASE_RATE,2653.39,2020-09-27
65-74,MN,HOSPITALIZED_RATE,1270.32,2020-09-27
65-74,MN,DEATH_RATE,393.6,2020-09-27
65-74,QN,CASE_COUNT,7984,2020-09-27
65-74,QN,HOSPITALIZED_COUNT,3686,2020-09-27
65-74,QN,DEATH_COUNT,1477,2020-09-27
65-74,QN,CASE_RATE,3972.36,2020-09-27
65-74,QN,HOSPITALIZED_RATE,1833.93,2020-09-27
65-74,QN,DEATH_RATE,734.87,2020-09-27
65-74,SI,CASE_COUNT,1505,2020-09-27
65-74,SI,HOSPITALIZED_COUNT,531,2020-09-27
65-74,SI,DEATH_COUNT,204,2020-09-27
65-74,SI,CASE_RATE,3316.07,2020-09-27
65-74,SI,HOSPITALIZED_RATE,1169.99,2020-09-27
65-74,SI,DEATH_RATE,449.49,2020-09-27
75+,BK,CASE_COUNT,7620,2020-09-27
75+,BK,HOSPITALIZED_COUNT,4614,2020-09-27
75+,BK,DEATH_COUNT,2746,2020-09-27
75+,BK,CASE_RATE,4920.67,2020-09-27
75+,BK,HOSPITALIZED_RATE,2979.52,2020-09-27
75+,BK,DEATH_RATE,1773.25,2020-09-27
75+,BX,CASE_COUNT,5288,2020-09-27
75+,BX,HOSPITALIZED_COUNT,3195,2020-09-27
75+,BX,DEATH_COUNT,1832,2020-09-27
75+,BX,CASE_RATE,6499.43,2020-09-27
75+,BX,HOSPITALIZED_RATE,3926.94,2020-09-27
75+,BX,DEATH_RATE,2251.69,2020-09-27
75+,MN,CASE_COUNT,4482,2020-09-27
75+,MN,HOSPITALIZED_COUNT,2756,2020-09-27
75+,MN,DEATH_COUNT,1501,2020-09-27
75+,MN,CASE_RATE,3656.95,2020-09-27
75+,MN,HOSPITALIZED_RATE,2248.68,2020-09-27
75+,MN,DEATH_RATE,1224.7,2020-09-27
75+,QN,CASE_COUNT,7332,2020-09-27
75+,QN,HOSPITALIZED_COUNT,4598,2020-09-27
75+,QN,DEATH_COUNT,2817,2020-09-27
75+,QN,CASE_RATE,4684.15,2020-09-27
75+,QN,HOSPITALIZED_RATE,2937.49,2020-09-27
75+,QN,DEATH_RATE,1799.68,2020-09-27
75+,SI,CASE_COUNT,1346,2020-09-27
75+,SI,HOSPITALIZED_COUNT,687,2020-09-27
75+,SI,DEATH_COUNT,483,2020-09-27
75+,SI,CASE_RATE,4250.35,2020-09-27
75+,SI,HOSPITALIZED_RATE,2169.38,2020-09-27
75+,SI,DEATH_RATE,1525.2,2020-09-27
Boroughwide,BK,CASE_COUNT,66822,2020-09-27
Boroughwide,BK,HOSPITALIZED_COUNT,16338,2020-09-27
Boroughwide,BK,DEATH_COUNT,5693,2020-09-27
Boroughwide,BK,CASE_RATE,2587.16,2020-09-27
Boroughwide,BK,HOSPITALIZED_RATE,632.56,2020-09-27
Boroughwide,BK,DEATH_RATE,220.42,2020-09-27
Boroughwide,BX,CASE_COUNT,52961,2020-09-27
Boroughwide,BX,HOSPITALIZED_COUNT,13098,2020-09-27
Boroughwide,BX,DEATH_COUNT,4017,2020-09-27
Boroughwide,BX,CASE_RATE,3698.05,2020-09-27
Boroughwide,BX,HOSPITALIZED_RATE,914.58,2020-09-27
Boroughwide,BX,DEATH_RATE,280.49,2020-09-27
Boroughwide,MN,CASE_COUNT,31075,2020-09-27
Boroughwide,MN,HOSPITALIZED_COUNT,8378,2020-09-27
Boroughwide,MN,DEATH_COUNT,2532,2020-09-27
Boroughwide,MN,CASE_RATE,1907.96,2020-09-27
Boroughwide,MN,HOSPITALIZED_RATE,514.4,2020-09-27
Boroughwide,MN,DEATH_RATE,155.46,2020-09-27
Boroughwide,QN,CASE_COUNT,71437,2020-09-27
Boroughwide,QN,HOSPITALIZED_COUNT,17719,2020-09-27
Boroughwide,QN,DEATH_COUNT,6021,2020-09-27
Boroughwide,QN,CASE_RATE,3134.71,2020-09-27
Boroughwide,QN,HOSPITALIZED_RATE,777.52,2020-09-27
Boroughwide,QN,DEATH_RATE,264.21,2020-09-27
Boroughwide,SI,CASE_COUNT,15603,2020-09-27
Boroughwide,SI,HOSPITALIZED_COUNT,2510,2020-09-27
Boroughwide,SI,DEATH_COUNT,903,2020-09-27
Boroughwide,SI,CASE_RATE,3276.71,2020-09-27
Boroughwide,SI,HOSPITALIZED_RATE,527.11,2020-09-27
Boroughwide,SI,DEATH_RATE,189.63,2020-09-27
0-17,BK,CASE_COUNT,2700,2020-09-28
0-17,BK,HOSPITALIZED_COUNT,226,2020-09-28
0-17,BK,DEATH_COUNT,6,2020-09-28
0-17,BK,CASE_RATE,463.03,2020-09-28
0-17,BK,HOSPITALIZED_RATE,38.76,2020-09-28
0-17,BK,DEATH_RATE,1.03,2020-09-28
0-17,BX,CASE_COUNT,2217,2020-09-28
0-17,BX,HOSPITALIZED_COUNT,191,2020-09-28
0-17,BX,DEATH_COUNT,5,2020-09-28
0-17,BX,CASE_RATE,628.29,2020-09-28
0-17,BX,HOSPITALIZED_RATE,54.13,2020-09-28
0-17,BX,DEATH_RATE,1.42,2020-09-28
0-17,MN,CASE_COUNT,760,2020-09-28
0-17,MN,HOSPITALIZED_COUNT,75,2020-09-28
0-17,MN,DEATH_COUNT,1,2020-09-28
0-17,MN,CASE_RATE,326.85,2020-09-28
0-17,MN,HOSPITALIZED_RATE,32.25,2020-09-28
0-17,MN,DEATH_RATE,0.43,2020-09-28
0-17,QN,CASE_COUNT,2160,2020-09-28
0-17,QN,HOSPITALIZED_COUNT,138,2020-09-28
0-17,QN,DEATH_COUNT,2,2020-09-28
0-17,QN,CASE_RATE,474.73,2020-09-28
0-17,QN,HOSPITALIZED_RATE,30.33,2020-09-28
0-17,QN,DEATH_RATE,0.44,2020-09-28
0-17,SI,CASE_COUNT,564,2020-09-28
0-17,SI,HOSPITALIZED_COUNT,29,2020-09-28
0-17,SI,DEATH_COUNT,0,2020-09-28
0-17,SI,CASE_RATE,545.35,2020-09-28
0-17,SI,HOSPITALIZED_RATE,28.04,2020-09-28
0-17,SI,DEATH_RATE,0,2020-09-28
18-44,BK,CASE_COUNT,25576,2020-09-28
18-44,BK,HOSPITALIZED_COUNT,2704,2020-09-28
18-44,BK,DEATH_COUNT,214,2020-09-28
18-44,BK,CASE_RATE,2436.93,2020-09-28
18-44,BK,HOSPITALIZED_RATE,257.64,2020-09-28
18-44,BK,DEATH_RATE,20.39,2020-09-28
18-44,BX,CASE_COUNT,20213,2020-09-28
18-44,BX,HOSPITALIZED_COUNT,2413,2020-09-28
18-44,BX,DEATH_COUNT,179,2020-09-28
18-44,BX,CASE_RATE,3637.59,2020-09-28
18-44,BX,HOSPITALIZED_RATE,434.25,2020-09-28
18-44,BX,DEATH_RATE,32.21,2020-09-28
18-44,MN,CASE_COUNT,12160,2020-09-28
18-44,MN,HOSPITALIZED_COUNT,1192,2020-09-28
18-44,MN,DEATH_COUNT,63,2020-09-28
18-44,MN,CASE_RATE,1635.67,2020-09-28
18-44,MN,HOSPITALIZED_RATE,160.34,2020-09-28
18-44,MN,DEATH_RATE,8.47,2020-09-28
18-44,QN,CASE_COUNT,27408,2020-09-28
18-44,QN,HOSPITALIZED_COUNT,2992,2020-09-28
18-44,QN,DEATH_COUNT,258,2020-09-28
18-44,QN,CASE_RATE,3199.03,2020-09-28
18-44,QN,HOSPITALIZED_RATE,349.22,2020-09-28
18-44,QN,DEATH_RATE,30.11,2020-09-28
18-44,SI,CASE_COUNT,6425,2020-09-28
18-44,SI,HOSPITALIZED_COUNT,383,2020-09-28
18-44,SI,DEATH_COUNT,31,2020-09-28
18-44,SI,CASE_RATE,3910.2,2020-09-28
18-44,SI,HOSPITALIZED_RATE,233.09,2020-09-28
18-44,SI,DEATH_RATE,18.87,2020-09-28
45-64,BK,CASE_COUNT,22302,2020-09-28
45-64,BK,HOSPITALIZED_COUNT,5076,2020-09-28
45-64,BK,DEATH_COUNT,1282,2020-09-28
45-64,BK,CASE_RATE,3773.96,2020-09-28
45-64,BK,HOSPITALIZED_RATE,858.96,2020-09-28
45-64,BK,DEATH_RATE,216.94,2020-09-28
45-64,BX,CASE_COUNT,19238,2020-09-28
45-64,BX,HOSPITALIZED_COUNT,4512,2020-09-28
45-64,BX,DEATH_COUNT,967,2020-09-28
45-64,BX,CASE_RATE,5654.54,2020-09-28
45-64,BX,HOSPITALIZED_RATE,1326.19,2020-09-28
45-64,BX,DEATH_RATE,284.23,2020-09-28
45-64,MN,CASE_COUNT,9736,2020-09-28
45-64,MN,HOSPITALIZED_COUNT,2508,2020-09-28
45-64,MN,DEATH_COUNT,392,2020-09-28
45-64,MN,CASE_RATE,2536.41,2020-09-28
45-64,MN,HOSPITALIZED_RATE,653.38,2020-09-28
45-64,MN,DEATH_RATE,102.12,2020-09-28
45-64,QN,CASE_COUNT,26545,2020-09-28
45-64,QN,HOSPITALIZED_COUNT,6348,2020-09-28
45-64,QN,DEATH_COUNT,1467,2020-09-28
45-64,QN,CASE_RATE,4354.22,2020-09-28
45-64,QN,HOSPITALIZED_RATE,1041.27,2020-09-28
45-64,QN,DEATH_RATE,240.63,2020-09-28
45-64,SI,CASE_COUNT,5763,2020-09-28
45-64,SI,HOSPITALIZED_COUNT,895,2020-09-28
45-64,SI,DEATH_COUNT,185,2020-09-28
45-64,SI,CASE_RATE,4386.08,2020-09-28
45-64,SI,HOSPITALIZED_RATE,681.16,2020-09-28
45-64,SI,DEATH_RATE,140.8,2020-09-28
65-74,BK,CASE_COUNT,8658,2020-09-28
65-74,BK,HOSPITALIZED_COUNT,3758,2020-09-28
65-74,BK,DEATH_COUNT,1446,2020-09-28
65-74,BK,CASE_RATE,4236.04,2020-09-28
65-74,BK,HOSPITALIZED_RATE,1838.65,2020-09-28
65-74,BK,DEATH_RATE,707.47,2020-09-28
65-74,BX,CASE_COUNT,5889,2020-09-28
65-74,BX,HOSPITALIZED_COUNT,2803,2020-09-28
65-74,BX,DEATH_COUNT,1036,2020-09-28
65-74,BX,CASE_RATE,5772.74,2020-09-28
65-74,BX,HOSPITALIZED_RATE,2747.66,2020-09-28
65-74,BX,DEATH_RATE,1015.55,2020-09-28
65-74,MN,CASE_COUNT,3885,2020-09-28
65-74,MN,HOSPITALIZED_COUNT,1859,2020-09-28
65-74,MN,DEATH_COUNT,576,2020-09-28
65-74,MN,CASE_RATE,2654.76,2020-09-28
65-74,MN,HOSPITALIZED_RATE,1270.32,2020-09-28
65-74,MN,DEATH_RATE,393.6,2020-09-28
65-74,QN,CASE_COUNT,7989,2020-09-28
65-74,QN,HOSPITALIZED_COUNT,3697,2020-09-28
65-74,QN,DEATH_COUNT,1477,2020-09-28
65-74,QN,CASE_RATE,3974.84,2020-09-28
65-74,QN,HOSPITALIZED_RATE,1839.4,2020-09-28
65-74,QN,DEATH_RATE,734.87,2020-09-28
65-74,SI,CASE_COUNT,1507,2020-09-28
65-74,SI,HOSPITALIZED_COUNT,536,2020-09-28
65-74,SI,DEATH_COUNT,204,2020-09-28
65-74,SI,CASE_RATE,3320.48,2020-09-28
65-74,SI,HOSPITALIZED_RATE,1181.01,2020-09-28
65-74,SI,DEATH_RATE,449.49,2020-09-28
75+,BK,CASE_COUNT,7625,2020-09-28
75+,BK,HOSPITALIZED_COUNT,4618,2020-09-28
75+,BK,DEATH_COUNT,2746,2020-09-28
75+,BK,CASE_RATE,4923.9,2020-09-28
75+,BK,HOSPITALIZED_RATE,2982.11,2020-09-28
75+,BK,DEATH_RATE,1773.25,2020-09-28
75+,BX,CASE_COUNT,5290,2020-09-28
75+,BX,HOSPITALIZED_COUNT,3198,2020-09-28
75+,BX,DEATH_COUNT,1833,2020-09-28
75+,BX,CASE_RATE,6501.89,2020-09-28
75+,BX,HOSPITALIZED_RATE,3930.63,2020-09-28
75+,BX,DEATH_RATE,2252.92,2020-09-28
75+,MN,CASE_COUNT,4487,2020-09-28
75+,MN,HOSPITALIZED_COUNT,2758,2020-09-28
75+,MN,DEATH_COUNT,1501,2020-09-28
75+,MN,CASE_RATE,3661.03,2020-09-28
75+,MN,HOSPITALIZED_RATE,2250.31,2020-09-28
75+,MN,DEATH_RATE,1224.7,2020-09-28
75+,QN,CASE_COUNT,7336,2020-09-28
75+,QN,HOSPITALIZED_COUNT,4617,2020-09-28
75+,QN,DEATH_COUNT,2818,2020-09-28
75+,QN,CASE_RATE,4686.7,2020-09-28
75+,QN,HOSPITALIZED_RATE,2949.63,2020-09-28
75+,QN,DEATH_RATE,1800.32,2020-09-28
75+,SI,CASE_COUNT,1347,2020-09-28
75+,SI,HOSPITALIZED_COUNT,692,2020-09-28
75+,SI,DEATH_COUNT,483,2020-09-28
75+,SI,CASE_RATE,4253.51,2020-09-28
75+,SI,HOSPITALIZED_RATE,2185.17,2020-09-28
75+,SI,DEATH_RATE,1525.2,2020-09-28
Boroughwide,BK,CASE_COUNT,66993,2020-09-28
Boroughwide,BK,HOSPITALIZED_COUNT,16382,2020-09-28
Boroughwide,BK,DEATH_COUNT,5694,2020-09-28
Boroughwide,BK,CASE_RATE,2593.78,2020-09-28
Boroughwide,BK,HOSPITALIZED_RATE,634.27,2020-09-28
Boroughwide,BK,DEATH_RATE,220.46,2020-09-28
Boroughwide,BX,CASE_COUNT,53002,2020-09-28
Boroughwide,BX,HOSPITALIZED_COUNT,13117,2020-09-28
Boroughwide,BX,DEATH_COUNT,4020,2020-09-28
Boroughwide,BX,CASE_RATE,3700.92,2020-09-28
Boroughwide,BX,HOSPITALIZED_RATE,915.91,2020-09-28
Boroughwide,BX,DEATH_RATE,280.7,2020-09-28
Boroughwide,MN,CASE_COUNT,31119,2020-09-28
Boroughwide,MN,HOSPITALIZED_COUNT,8393,2020-09-28
Boroughwide,MN,DEATH_COUNT,2533,2020-09-28
Boroughwide,MN,CASE_RATE,1910.66,2020-09-28
Boroughwide,MN,HOSPITALIZED_RATE,515.32,2020-09-28
Boroughwide,MN,DEATH_RATE,155.52,2020-09-28
Boroughwide,QN,CASE_COUNT,71537,2020-09-28
Boroughwide,QN,HOSPITALIZED_COUNT,17793,2020-09-28
Boroughwide,QN,DEATH_COUNT,6023,2020-09-28
Boroughwide,QN,CASE_RATE,3139.09,2020-09-28
Boroughwide,QN,HOSPITALIZED_RATE,780.77,2020-09-28
Boroughwide,QN,DEATH_RATE,264.29,2020-09-28
Boroughwide,SI,CASE_COUNT,15614,2020-09-28
Boroughwide,SI,HOSPITALIZED_COUNT,2535,2020-09-28
Boroughwide,SI,DEATH_COUNT,903,2020-09-28
Boroughwide,SI,CASE_RATE,3279.02,2020-09-28
Boroughwide,SI,HOSPITALIZED_RATE,532.36,2020-09-28
Boroughwide,SI,DEATH_RATE,189.63,2020-09-28
0-17,BK,CASE_COUNT,2728,2020-09-29
0-17,BK,HOSPITALIZED_COUNT,226,2020-09-29
0-17,BK,DEATH_COUNT,6,2020-09-29
0-17,BK,CASE_RATE,467.83,2020-09-29
0-17,BK,HOSPITALIZED_RATE,38.76,2020-09-29
0-17,BK,DEATH_RATE,1.03,2020-09-29
0-17,BX,CASE_COUNT,2223,2020-09-29
0-17,BX,HOSPITALIZED_COUNT,194,2020-09-29
0-17,BX,DEATH_COUNT,5,2020-09-29
0-17,BX,CASE_RATE,629.99,2020-09-29
0-17,BX,HOSPITALIZED_RATE,54.98,2020-09-29
0-17,BX,DEATH_RATE,1.42,2020-09-29
0-17,MN,CASE_COUNT,765,2020-09-29
0-17,MN,HOSPITALIZED_COUNT,76,2020-09-29
0-17,MN,DEATH_COUNT,1,2020-09-29
0-17,MN,CASE_RATE,329,2020-09-29
0-17,MN,HOSPITALIZED_RATE,32.68,2020-09-29
0-17,MN,DEATH_RATE,0.43,2020-09-29
0-17,QN,CASE_COUNT,2177,2020-09-29
0-17,QN,HOSPITALIZED_COUNT,140,2020-09-29
0-17,QN,DEATH_COUNT,2,2020-09-29
0-17,QN,CASE_RATE,478.47,2020-09-29
0-17,QN,HOSPITALIZED_RATE,30.77,2020-09-29
0-17,QN,DEATH_RATE,0.44,2020-09-29
0-17,SI,CASE_COUNT,569,2020-09-29
0-17,SI,HOSPITALIZED_COUNT,29,2020-09-29
0-17,SI,DEATH_COUNT,0,2020-09-29
0-17,SI,CASE_RATE,550.19,2020-09-29
0-17,SI,HOSPITALIZED_RATE,28.04,2020-09-29
0-17,SI,DEATH_RATE,0,2020-09-29
18-44,BK,CASE_COUNT,25670,2020-09-29
18-44,BK,HOSPITALIZED_COUNT,2723,2020-09-29
18-44,BK,DEATH_COUNT,214,2020-09-29
18-44,BK,CASE_RATE,2445.89,2020-09-29
18-44,BK,HOSPITALIZED_RATE,259.45,2020-09-29
18-44,BK,DEATH_RATE,20.39,2020-09-29
18-44,BX,CASE_COUNT,20229,2020-09-29
18-44,BX,HOSPITALIZED_COUNT,2417,2020-09-29
18-44,BX,DEATH_COUNT,179,2020-09-29
18-44,BX,CASE_RATE,3640.47,2020-09-29
18-44,BX,HOSPITALIZED_RATE,434.97,2020-09-29
18-44,BX,DEATH_RATE,32.21,2020-09-29
18-44,MN,CASE_COUNT,12189,2020-09-29
18-44,MN,HOSPITALIZED_COUNT,1197,2020-09-29
18-44,MN,DEATH_COUNT,63,2020-09-29
18-44,MN,CASE_RATE,1639.57,2020-09-29
18-44,MN,HOSPITALIZED_RATE,161.01,2020-09-29
18-44,MN,DEATH_RATE,8.47,2020-09-29
18-44,QN,CASE_COUNT,27456,2020-09-29
18-44,QN,HOSPITALIZED_COUNT,3006,2020-09-29
18-44,QN,DEATH_COUNT,258,2020-09-29
18-44,QN,CASE_RATE,3204.63,2020-09-29
18-44,QN,HOSPITALIZED_RATE,350.86,2020-09-29
18-44,QN,DEATH_RATE,30.11,2020-09-29
18-44,SI,CASE_COUNT,6441,2020-09-29
18-44,SI,HOSPITALIZED_COUNT,387,2020-09-29
18-44,SI,DEATH_COUNT,31,2020-09-29
18-44,SI,CASE_RATE,3919.94,2020-09-29
18-44,SI,HOSPITALIZED_RATE,235.52,2020-09-29
18-44,SI,DEATH_RATE,18.87,2020-09-29
45-64,BK,CASE_COUNT,22337,2020-09-29
45-64,BK,HOSPITALIZED_COUNT,5081,2020-09-29
45-64,BK,DEATH_COUNT,1282,2020-09-29
45-64,BK,CASE_RATE,3779.88,2020-09-29
45-64,BK,HOSPITALIZED_RATE,859.81,2020-09-29
45-64,BK,DEATH_RATE,216.94,2020-09-29
45-64,BX,CASE_COUNT,19248,2020-09-29
45-64,BX,HOSPITALIZED_COUNT,4513,2020-09-29
45-64,BX,DEATH_COUNT,967,2020-09-29
45-64,BX,CASE_RATE,5657.48,2020-09-29
45-64,BX,HOSPITALIZED_RATE,1326.49,2020-09-29
45-64,BX,DEATH_RATE,284.23,2020-09-29
45-64,MN,CASE_COUNT,9747,2020-09-29
45-64,MN,HOSPITALIZED_COUNT,2510,2020-09-29
45-64,MN,DEATH_COUNT,392,2020-09-29
45-64,MN,CASE_RATE,2539.27,2020-09-29
45-64,MN,HOSPITALIZED_RATE,653.9,2020-09-29
45-64,MN,DEATH_RATE,102.12,2020-09-29
45-64,QN,CASE_COUNT,26571,2020-09-29
45-64,QN,HOSPITALIZED_COUNT,6357,2020-09-29
45-64,QN,DEATH_COUNT,1467,2020-09-29
45-64,QN,CASE_RATE,4358.49,2020-09-29
45-64,QN,HOSPITALIZED_RATE,1042.75,2020-09-29
45-64,QN,DEATH_RATE,240.63,2020-09-29
45-64,SI,CASE_COUNT,5774,2020-09-29
45-64,SI,HOSPITALIZED_COUNT,898,2020-09-29
45-64,SI,DEATH_COUNT,185,2020-09-29
45-64,SI,CASE_RATE,4394.45,2020-09-29
45-64,SI,HOSPITALIZED_RATE,683.45,2020-09-29
45-64,SI,DEATH_RATE,140.8,2020-09-29
65-74,BK,CASE_COUNT,8668,2020-09-29
65-74,BK,HOSPITALIZED_COUNT,3765,2020-09-29
65-74,BK,DEATH_COUNT,1447,2020-09-29
65-74,BK,CASE_RATE,4240.93,2020-09-29
65-74,BK,HOSPITALIZED_RATE,1842.08,2020-09-29
65-74,BK,DEATH_RATE,707.96,2020-09-29
65-74,BX,CASE_COUNT,5892,2020-09-29
65-74,BX,HOSPITALIZED_COUNT,2804,2020-09-29
65-74,BX,DEATH_COUNT,1036,2020-09-29
65-74,BX,CASE_RATE,5775.68,2020-09-29
65-74,BX,HOSPITALIZED_RATE,2748.64,2020-09-29
65-74,BX,DEATH_RATE,1015.55,2020-09-29
65-74,MN,CASE_COUNT,3885,2020-09-29
65-74,MN,HOSPITALIZED_COUNT,1862,2020-09-29
65-74,MN,DEATH_COUNT,576,2020-09-29
65-74,MN,CASE_RATE,2654.76,2020-09-29
65-74,MN,HOSPITALIZED_RATE,1272.37,2020-09-29
65-74,MN,DEATH_RATE,393.6,2020-09-29
65-74,QN,CASE_COUNT,7992,2020-09-29
65-74,QN,HOSPITALIZED_COUNT,3703,2020-09-29
65-74,QN,DEATH_COUNT,1478,2020-09-29
65-74,QN,CASE_RATE,3976.34,2020-09-29
65-74,QN,HOSPITALIZED_RATE,1842.39,2020-09-29
65-74,QN,DEATH_RATE,735.36,2020-09-29
65-74,SI,CASE_COUNT,1512,2020-09-29
65-74,SI,HOSPITALIZED_COUNT,537,2020-09-29
65-74,SI,DEATH_COUNT,204,2020-09-29
65-74,SI,CASE_RATE,3331.5,2020-09-29
65-74,SI,HOSPITALIZED_RATE,1183.21,2020-09-29
65-74,SI,DEATH_RATE,449.49,2020-09-29
75+,BK,CASE_COUNT,7630,2020-09-29
75+,BK,HOSPITALIZED_COUNT,4619,2020-09-29
75+,BK,DEATH_COUNT,2747,2020-09-29
75+,BK,CASE_RATE,4927.13,2020-09-29
75+,BK,HOSPITALIZED_RATE,2982.75,2020-09-29
75+,BK,DEATH_RATE,1773.89,2020-09-29
75+,BX,CASE_COUNT,5292,2020-09-29
75+,BX,HOSPITALIZED_COUNT,3200,2020-09-29
75+,BX,DEATH_COUNT,1833,2020-09-29
75+,BX,CASE_RATE,6504.34,2020-09-29
75+,BX,HOSPITALIZED_RATE,3933.09,2020-09-29
75+,BX,DEATH_RATE,2252.92,2020-09-29
75+,MN,CASE_COUNT,4489,2020-09-29
75+,MN,HOSPITALIZED_COUNT,2761,2020-09-29
75+,MN,DEATH_COUNT,1502,2020-09-29
75+,MN,CASE_RATE,3662.67,2020-09-29
75+,MN,HOSPITALIZED_RATE,2252.76,2020-09-29
75+,MN,DEATH_RATE,1225.51,2020-09-29
75+,QN,CASE_COUNT,7343,2020-09-29
75+,QN,HOSPITALIZED_COUNT,4625,2020-09-29
75+,QN,DEATH_COUNT,2819,2020-09-29
75+,QN,CASE_RATE,4691.17,2020-09-29
75+,QN,HOSPITALIZED_RATE,2954.74,2020-09-29
75+,QN,DEATH_RATE,1800.96,2020-09-29
75+,SI,CASE_COUNT,1348,2020-09-29
75+,SI,HOSPITALIZED_COUNT,696,2020-09-29
75+,SI,DEATH_COUNT,483,2020-09-29
75+,SI,CASE_RATE,4256.66,2020-09-29
75+,SI,HOSPITALIZED_RATE,2197.8,2020-09-29
75+,SI,DEATH_RATE,1525.2,2020-09-29
Boroughwide,BK,CASE_COUNT,67165,2020-09-29
Boroughwide,BK,HOSPITALIZED_COUNT,16414,2020-09-29
Boroughwide,BK,DEATH_COUNT,5696,2020-09-29
Boroughwide,BK,CASE_RATE,2600.44,2020-09-29
Boroughwide,BK,HOSPITALIZED_RATE,635.5,2020-09-29
Boroughwide,BK,DEATH_RATE,220.53,2020-09-29
Boroughwide,BX,CASE_COUNT,53039,2020-09-29
Boroughwide,BX,HOSPITALIZED_COUNT,13128,2020-09-29
Boroughwide,BX,DEATH_COUNT,4020,2020-09-29
Boroughwide,BX,CASE_RATE,3703.5,2020-09-29
Boroughwide,BX,HOSPITALIZED_RATE,916.68,2020-09-29
Boroughwide,BX,DEATH_RATE,280.7,2020-09-29
Boroughwide,MN,CASE_COUNT,31166,2020-09-29
Boroughwide,MN,HOSPITALIZED_COUNT,8407,2020-09-29
Boroughwide,MN,DEATH_COUNT,2534,2020-09-29
Boroughwide,MN,CASE_RATE,1913.55,2020-09-29
Boroughwide,MN,HOSPITALIZED_RATE,516.18,2020-09-29
Boroughwide,MN,DEATH_RATE,155.58,2020-09-29
Boroughwide,QN,CASE_COUNT,71638,2020-09-29
Boroughwide,QN,HOSPITALIZED_COUNT,17832,2020-09-29
Boroughwide,QN,DEATH_COUNT,6025,2020-09-29
Boroughwide,QN,CASE_RATE,3143.53,2020-09-29
Boroughwide,QN,HOSPITALIZED_RATE,782.48,2020-09-29
Boroughwide,QN,DEATH_RATE,264.38,2020-09-29
Boroughwide,SI,CASE_COUNT,15652,2020-09-29
Boroughwide,SI,HOSPITALIZED_COUNT,2547,2020-09-29
Boroughwide,SI,DEATH_COUNT,903,2020-09-29
Boroughwide,SI,CASE_RATE,3287,2020-09-29
Boroughwide,SI,HOSPITALIZED_RATE,534.88,2020-09-29
Boroughwide,SI,DEATH_RATE,189.63,2020-09-29
0-17,BK,CASE_COUNT,2750,2020-09-30
0-17,BK,HOSPITALIZED_COUNT,228,2020-09-30
0-17,BK,DEATH_COUNT,6,2020-09-30
0-17,BK,CASE_RATE,471.6,2020-09-30
0-17,BK,HOSPITALIZED_RATE,39.1,2020-09-30
0-17,BK,DEATH_RATE,1.03,2020-09-30
0-17,BX,CASE_COUNT,2232,2020-09-30
0-17,BX,HOSPITALIZED_COUNT,195,2020-09-30
0-17,BX,DEATH_COUNT,5,2020-09-30
0-17,BX,CASE_RATE,632.54,2020-09-30
0-17,BX,HOSPITALIZED_RATE,55.26,2020-09-30
0-17,BX,DEATH_RATE,1.42,2020-09-30
0-17,MN,CASE_COUNT,768,2020-09-30
0-17,MN,HOSPITALIZED_COUNT,76,2020-09-30
0-17,MN,DEATH_COUNT,1,2020-09-30
0-17,MN,CASE_RATE,330.29,2020-09-30
0-17,MN,HOSPITALIZED_RATE,32.68,2020-09-30
0-17,MN,DEATH_RATE,0.43,2020-09-30
0-17,QN,CASE_COUNT,2187,2020-09-30
0-17,QN,HOSPITALIZED_COUNT,143,2020-09-30
0-17,QN,DEATH_COUNT,2,2020-09-30
