group,location_n_event,count,day
45-64,BX_HOSPITALIZED_COUNT,4129,2020-06-06
45-64,BX_DEATH_COUNT,882,2020-06-06
45-64,BX_CASE_RATE,5041.41,2020-06-06
45-64,BX_HOSPITALIZED_RATE,1213.62,2020-06-06
45-64,BX_DEATH_RATE,259.24,2020-06-06
45-64,MN_CASE_COUNT,8361,2020-06-06
45-64,MN_HOSPITALIZED_COUNT,2344,2020-06-06
45-64,MN_DEATH_COUNT,350,2020-06-06
45-64,MN_CASE_RATE,2178.19,2020-06-06
45-64,MN_HOSPITALIZED_RATE,610.66,2020-06-06
45-64,MN_DEATH_RATE,91.18,2020-06-06
45-64,QN_CASE_COUNT,23653,2020-06-06
45-64,QN_HOSPITALIZED_COUNT,5975,2020-06-06
45-64,QN_DEATH_COUNT,1264,2020-06-06
45-64,QN_CASE_RATE,3879.84,2020-06-06
45-64,QN_HOSPITALIZED_RATE,980.09,2020-06-06
45-64,QN_DEATH_RATE,207.34,2020-06-06
45-64,SI_CASE_COUNT,5203,2020-06-06
45-64,SI_HOSPITALIZED_COUNT,817,2020-06-06
45-64,SI_DEATH_COUNT,174,2020-06-06
45-64,SI_CASE_RATE,3959.88,2020-06-06
45-64,SI_HOSPITALIZED_RATE,621.8,2020-06-06
45-64,SI_DEATH_RATE,132.43,2020-06-06
65-74,BK_CASE_COUNT,7805,2020-06-06
65-74,BK_HOSPITALIZED_COUNT,3397,2020-06-06
65-74,BK_DEATH_COUNT,1336,2020-06-06
65-74,BK_CASE_RATE,3818.7,2020-06-06
65-74,BK_HOSPITALIZED_RATE,1662.03,2020-06-06
65-74,BK_DEATH_RATE,653.66,2020-06-06
65-74,BX_CASE_COUNT,5253,2020-06-06
65-74,BX_HOSPITALIZED_COUNT,2585,2020-06-06
65-74,BX_DEATH_COUNT,934,2020-06-06
65-74,BX_CASE_RATE,5149.29,2020-06-06
65-74,BX_HOSPITALIZED_RATE,2533.97,2020-06-06
65-74,BX_DEATH_RATE,915.56,2020-06-06
65-74,MN_CASE_COUNT,3468,2020-06-06
65-74,MN_HOSPITALIZED_COUNT,1730,2020-06-06
65-74,MN_DEATH_COUNT,542,2020-06-06
65-74,MN_CASE_RATE,2369.81,2020-06-06
65-74,MN_HOSPITALIZED_RATE,1182.17,2020-06-06
65-74,MN_DEATH_RATE,370.37,2020-06-06
65-74,QN_CASE_COUNT,7255,2020-06-06
65-74,QN_HOSPITALIZED_COUNT,3501,2020-06-06
65-74,QN_DEATH_COUNT,1265,2020-06-06
65-74,QN_CASE_RATE,3609.65,2020-06-06
65-74,QN_HOSPITALIZED_RATE,1741.89,2020-06-06
65-74,QN_DEATH_RATE,629.39,2020-06-06
65-74,SI_CASE_COUNT,1362,2020-06-06
65-74,SI_HOSPITALIZED_COUNT,494,2020-06-06
65-74,SI_DEATH_COUNT,192,2020-06-06
65-74,SI_CASE_RATE,3000.99,2020-06-06
65-74,SI_HOSPITALIZED_RATE,1088.47,2020-06-06
65-74,SI_DEATH_RATE,423.05,2020-06-06
75+,BK_CASE_COUNT,6954,2020-06-06
75+,BK_HOSPITALIZED_COUNT,4105,2020-06-06
75+,BK_DEATH_COUNT,2498,2020-06-06
75+,BK_CASE_RATE,4490.59,2020-06-06
75+,BK_HOSPITALIZED_RATE,2650.83,2020-06-06
75+,BK_DEATH_RATE,1613.1,2020-06-06
75+,BX_CASE_COUNT,4729,2020-06-06
75+,BX_HOSPITALIZED_COUNT,2917,2020-06-06
75+,BX_DEATH_COUNT,1625,2020-06-06
75+,BX_CASE_RATE,5812.37,2020-06-06
75+,BX_HOSPITALIZED_RATE,3585.26,2020-06-06
75+,BX_DEATH_RATE,1997.27,2020-06-06
75+,MN_CASE_COUNT,4160,2020-06-06
75+,MN_HOSPITALIZED_COUNT,2587,2020-06-06
75+,MN_DEATH_COUNT,1385,2020-06-06
75+,MN_CASE_RATE,3394.23,2020-06-06
75+,MN_HOSPITALIZED_RATE,2110.79,2020-06-06
75+,MN_DEATH_RATE,1130.05,2020-06-06
75+,QN_CASE_COUNT,6733,2020-06-06
75+,QN_HOSPITALIZED_COUNT,4315,2020-06-06
75+,QN_DEATH_COUNT,2373,2020-06-06
75+,QN_CASE_RATE,4301.47,2020-06-06
75+,QN_HOSPITALIZED_RATE,2756.7,2020-06-06
75+,QN_DEATH_RATE,1516.02,2020-06-06
75+,SI_CASE_COUNT,1236,2020-06-06
75+,SI_HOSPITALIZED_COUNT,635,2020-06-06
75+,SI_DEATH_COUNT,437,2020-06-06
75+,SI_CASE_RATE,3902.99,2020-06-06
75+,SI_HOSPITALIZED_RATE,2005.18,2020-06-06
75+,SI_DEATH_RATE,1379.94,2020-06-06
Boroughwide,BK_CASE_COUNT,56262,2020-06-06
Boroughwide,BK_HOSPITALIZED_COUNT,14345,2020-06-06
Boroughwide,BK_DEATH_COUNT,5195,2020-06-06
Boroughwide,BK_CASE_RATE,2178.31,2020-06-06
Boroughwide,BK_HOSPITALIZED_RATE,555.4,2020-06-06
Boroughwide,BK_DEATH_RATE,201.14,2020-06-06
Boroughwide,BX_CASE_COUNT,45926,2020-06-06
Boroughwide,BX_HOSPITALIZED_COUNT,11821,2020-06-06
Boroughwide,BX_DEATH_COUNT,3604,2020-06-06
Boroughwide,BX_CASE_RATE,3206.83,2020-06-06
Boroughwide,BX_HOSPITALIZED_RATE,825.41,2020-06-06
Boroughwide,BX_DEATH_RATE,251.65,2020-06-06
Boroughwide,MN_CASE_COUNT,25450,2020-06-06
Boroughwide,MN_HOSPITALIZED_COUNT,7754,2020-06-06
Boroughwide,MN_DEATH_COUNT,2335,2020-06-06
Boroughwide,MN_CASE_RATE,1562.59,2020-06-06
Boroughwide,MN_HOSPITALIZED_RATE,476.08,2020-06-06
Boroughwide,MN_DEATH_RATE,143.37,2020-06-06
Boroughwide,QN_CASE_COUNT,62126,2020-06-06
Boroughwide,QN_HOSPITALIZED_COUNT,16542,2020-06-06
Boroughwide,QN_DEATH_COUNT,5133,2020-06-06
Boroughwide,QN_CASE_RATE,2726.13,2020-06-06
Boroughwide,QN_HOSPITALIZED_RATE,725.87,2020-06-06
Boroughwide,QN_DEATH_RATE,225.24,2020-06-06
Boroughwide,SI_CASE_COUNT,13558,2020-06-06
Boroughwide,SI_HOSPITALIZED_COUNT,2299,2020-06-06
Boroughwide,SI_DEATH_COUNT,833,2020-06-06
Boroughwide,SI_CASE_RATE,2847.25,2020-06-06
Boroughwide,SI_HOSPITALIZED_RATE,482.8,2020-06-06
Boroughwide,SI_DEATH_RATE,174.93,2020-06-06
0-17,BK_CASE_COUNT,1719,2020-06-07
0-17,BK_HOSPITALIZED_COUNT,165,2020-06-07
0-17,BK_DEATH_COUNT,3,2020-06-07
0-17,BK_CASE_RATE,294.79,2020-06-07
0-17,BK_HOSPITALIZED_RATE,28.3,2020-06-07
0-17,BK_DEATH_RATE,0.51,2020-06-07
0-17,BX_CASE_COUNT,1606,2020-06-07
0-17,BX_HOSPITALIZED_COUNT,144,2020-06-07
0-17,BX_DEATH_COUNT,5,2020-06-07
0-17,BX_CASE_RATE,455.13,2020-06-07
0-17,BX_HOSPITALIZED_RATE,40.81,2020-06-07
0-17,BX_DEATH_RATE,1.42,2020-06-07
0-17,MN_CASE_COUNT,432,2020-06-07
0-17,MN_HOSPITALIZED_COUNT,59,2020-06-07
0-17,MN_DEATH_COUNT,1,2020-06-07
0-17,MN_CASE_RATE,185.79,2020-06-07
0-17,MN_HOSPITALIZED_RATE,25.37,2020-06-07
0-17,MN_DEATH_RATE,0.43,2020-06-07
0-17,QN_CASE_COUNT,1459,2020-06-07
0-17,QN_HOSPITALIZED_COUNT,110,2020-06-07
0-17,QN_DEATH_COUNT,2,2020-06-07
0-17,QN_CASE_RATE,320.67,2020-06-07
0-17,QN_HOSPITALIZED_RATE,24.18,2020-06-07
0-17,QN_DEATH_RATE,0.44,2020-06-07
0-17,SI_CASE_COUNT,402,2020-06-07
0-17,SI_HOSPITALIZED_COUNT,24,2020-06-07
0-17,SI_DEATH_COUNT,0,2020-06-07
0-17,SI_CASE_RATE,388.71,2020-06-07
0-17,SI_HOSPITALIZED_RATE,23.21,2020-06-07
0-17,SI_DEATH_RATE,0,2020-06-07
18-44,BK_CASE_COUNT,20277,2020-06-07
18-44,BK_HOSPITALIZED_COUNT,2198,2020-06-07
18-44,BK_DEATH_COUNT,194,2020-06-07
18-44,BK_CASE_RATE,1932.03,2020-06-07
18-44,BK_HOSPITALIZED_RATE,209.43,2020-06-07
18-44,BK_DEATH_RATE,18.48,2020-06-07
18-44,BX_CASE_COUNT,17079,2020-06-07
18-44,BX_HOSPITALIZED_COUNT,2050,2020-06-07
18-44,BX_DEATH_COUNT,158,2020-06-07
18-44,BX_CASE_RATE,3073.59,2020-06-07
18-44,BX_HOSPITALIZED_RATE,368.92,2020-06-07
18-44,BX_DEATH_RATE,28.43,2020-06-07
18-44,MN_CASE_COUNT,8969,2020-06-07
18-44,MN_HOSPITALIZED_COUNT,1034,2020-06-07
18-44,MN_DEATH_COUNT,57,2020-06-07
18-44,MN_CASE_RATE,1206.44,2020-06-07
18-44,MN_HOSPITALIZED_RATE,139.09,2020-06-07
18-44,MN_DEATH_RATE,7.67,2020-06-07
18-44,QN_CASE_COUNT,22978,2020-06-07
18-44,QN_HOSPITALIZED_COUNT,2647,2020-06-07
18-44,QN_DEATH_COUNT,230,2020-06-07
18-44,QN_CASE_RATE,2681.97,2020-06-07
18-44,QN_HOSPITALIZED_RATE,308.95,2020-06-07
18-44,QN_DEATH_RATE,26.85,2020-06-07
18-44,SI_CASE_COUNT,5353,2020-06-07
18-44,SI_HOSPITALIZED_COUNT,331,2020-06-07
18-44,SI_DEATH_COUNT,30,2020-06-07
18-44,SI_CASE_RATE,3257.79,2020-06-07
18-44,SI_HOSPITALIZED_RATE,201.44,2020-06-07
18-44,SI_DEATH_RATE,18.26,2020-06-07
45-64,BK_CASE_COUNT,19486,2020-06-07
45-64,BK_HOSPITALIZED_COUNT,4513,2020-06-07
45-64,BK_DEATH_COUNT,1163,2020-06-07
45-64,BK_CASE_RATE,3297.43,2020-06-07
45-64,BK_HOSPITALIZED_RATE,763.69,2020-06-07
45-64,BK_DEATH_RATE,196.8,2020-06-07
45-64,BX_CASE_COUNT,17184,2020-06-07
45-64,BX_HOSPITALIZED_COUNT,4133,2020-06-07
45-64,BX_DEATH_COUNT,881,2020-06-07
45-64,BX_CASE_RATE,5050.82,2020-06-07
45-64,BX_HOSPITALIZED_RATE,1214.8,2020-06-07
45-64,BX_DEATH_RATE,258.95,2020-06-07
45-64,MN_CASE_COUNT,8373,2020-06-07
45-64,MN_HOSPITALIZED_COUNT,2349,2020-06-07
45-64,MN_DEATH_COUNT,352,2020-06-07
45-64,MN_CASE_RATE,2181.32,2020-06-07
45-64,MN_HOSPITALIZED_RATE,611.96,2020-06-07
45-64,MN_DEATH_RATE,91.7,2020-06-07
45-64,QN_CASE_COUNT,23684,2020-06-07
45-64,QN_HOSPITALIZED_COUNT,5976,2020-06-07
45-64,QN_DEATH_COUNT,1266,2020-06-07
45-64,QN_CASE_RATE,3884.93,2020-06-07
45-64,QN_HOSPITALIZED_RATE,980.25,2020-06-07
45-64,QN_DEATH_RATE,207.66,2020-06-07
45-64,SI_CASE_COUNT,5206,2020-06-07
45-64,SI_HOSPITALIZED_COUNT,819,2020-06-07
45-64,SI_DEATH_COUNT,174,2020-06-07
45-64,SI_CASE_RATE,3962.16,2020-06-07
45-64,SI_HOSPITALIZED_RATE,623.32,2020-06-07
45-64,SI_DEATH_RATE,132.43,2020-06-07
65-74,BK_CASE_COUNT,7814,2020-06-07
65-74,BK_HOSPITALIZED_COUNT,3411,2020-06-07
65-74,BK_DEATH_COUNT,1338,2020-06-07
65-74,BK_CASE_RATE,3823.1,2020-06-07
65-74,BK_HOSPITALIZED_RATE,1668.88,2020-06-07
65-74,BK_DEATH_RATE,654.63,2020-06-07
65-74,BX_CASE_COUNT,5260,2020-06-07
65-74,BX_HOSPITALIZED_COUNT,2586,2020-06-07
65-74,BX_DEATH_COUNT,938,2020-06-07
65-74,BX_CASE_RATE,5156.16,2020-06-07
65-74,BX_HOSPITALIZED_RATE,2534.95,2020-06-07
65-74,BX_DEATH_RATE,919.48,2020-06-07
65-74,MN_CASE_COUNT,3471,2020-06-07
65-74,MN_HOSPITALIZED_COUNT,1733,2020-06-07
65-74,MN_DEATH_COUNT,543,2020-06-07
65-74,MN_CASE_RATE,2371.86,2020-06-07
65-74,MN_HOSPITALIZED_RATE,1184.22,2020-06-07
65-74,MN_DEATH_RATE,371.05,2020-06-07
65-74,QN_CASE_COUNT,7268,2020-06-07
65-74,QN_HOSPITALIZED_COUNT,3507,2020-06-07
65-74,QN_DEATH_COUNT,1264,2020-06-07
65-74,QN_CASE_RATE,3616.12,2020-06-07
65-74,QN_HOSPITALIZED_RATE,1744.87,2020-06-07
65-74,QN_DEATH_RATE,628.89,2020-06-07
65-74,SI_CASE_COUNT,1364,2020-06-07
65-74,SI_HOSPITALIZED_COUNT,495,2020-06-07
65-74,SI_DEATH_COUNT,194,2020-06-07
65-74,SI_CASE_RATE,3005.4,2020-06-07
65-74,SI_HOSPITALIZED_RATE,1090.67,2020-06-07
65-74,SI_DEATH_RATE,427.45,2020-06-07
75+,BK_CASE_COUNT,6990,2020-06-07
75+,BK_HOSPITALIZED_COUNT,4122,2020-06-07
75+,BK_DEATH_COUNT,2502,2020-06-07
75+,BK_CASE_RATE,4513.84,2020-06-07
75+,BK_HOSPITALIZED_RATE,2661.81,2020-06-07
75+,BK_DEATH_RATE,1615.68,2020-06-07
75+,BX_CASE_COUNT,4746,2020-06-07
75+,BX_HOSPITALIZED_COUNT,2920,2020-06-07
75+,BX_DEATH_COUNT,1628,2020-06-07
75+,BX_CASE_RATE,5833.26,2020-06-07
75+,BX_HOSPITALIZED_RATE,3588.94,2020-06-07
75+,BX_DEATH_RATE,2000.96,2020-06-07
75+,MN_CASE_COUNT,4168,2020-06-07
75+,MN_HOSPITALIZED_COUNT,2591,2020-06-07
75+,MN_DEATH_COUNT,1390,2020-06-07
75+,MN_CASE_RATE,3400.76,2020-06-07
75+,MN_HOSPITALIZED_RATE,2114.05,2020-06-07
75+,MN_DEATH_RATE,1134.13,2020-06-07
75+,QN_CASE_COUNT,6747,2020-06-07
75+,QN_HOSPITALIZED_COUNT,4321,2020-06-07
75+,QN_DEATH_COUNT,2380,2020-06-07
75+,QN_CASE_RATE,4310.41,2020-06-07
75+,QN_HOSPITALIZED_RATE,2760.53,2020-06-07
75+,QN_DEATH_RATE,1520.49,2020-06-07
75+,SI_CASE_COUNT,1240,2020-06-07
75+,SI_HOSPITALIZED_COUNT,637,2020-06-07
75+,SI_DEATH_COUNT,439,2020-06-07
75+,SI_CASE_RATE,3915.62,2020-06-07
75+,SI_HOSPITALIZED_RATE,2011.49,2020-06-07
75+,SI_DEATH_RATE,1386.26,2020-06-07
Boroughwide,BK_CASE_COUNT,56390,2020-06-07
Boroughwide,BK_HOSPITALIZED_COUNT,14409,2020-06-07
Boroughwide,BK_DEATH_COUNT,5200,2020-06-07
Boroughwide,BK_CASE_RATE,2183.26,2020-06-07
Boroughwide,BK_HOSPITALIZED_RATE,557.88,2020-06-07
Boroughwide,BK_DEATH_RATE,201.33,2020-06-07
Boroughwide,BX_CASE_COUNT,46026,2020-06-07
Boroughwide,BX_HOSPITALIZED_COUNT,11833,2020-06-07
Boroughwide,BX_DEATH_COUNT,3610,2020-06-07
Boroughwide,BX_CASE_RATE,3213.81,2020-06-07
Boroughwide,BX_HOSPITALIZED_RATE,826.25,2020-06-07
Boroughwide,BX_DEATH_RATE,252.07,2020-06-07
Boroughwide,MN_CASE_COUNT,25497,2020-06-07
Boroughwide,MN_HOSPITALIZED_COUNT,7766,2020-06-07
Boroughwide,MN_DEATH_COUNT,2343,2020-06-07
Boroughwide,MN_CASE_RATE,1565.48,2020-06-07
Boroughwide,MN_HOSPITALIZED_RATE,476.82,2020-06-07
Boroughwide,MN_DEATH_RATE,143.86,2020-06-07
Boroughwide,QN_CASE_COUNT,62223,2020-06-07
Boroughwide,QN_HOSPITALIZED_COUNT,16562,2020-06-07
Boroughwide,QN_DEATH_COUNT,5143,2020-06-07
Boroughwide,QN_CASE_RATE,2730.39,2020-06-07
Boroughwide,QN_HOSPITALIZED_RATE,726.75,2020-06-07
Boroughwide,QN_DEATH_RATE,225.68,2020-06-07
Boroughwide,SI_CASE_COUNT,13573,2020-06-07
Boroughwide,SI_HOSPITALIZED_COUNT,2306,2020-06-07
Boroughwide,SI_DEATH_COUNT,837,2020-06-07
Boroughwide,SI_CASE_RATE,2850.4,2020-06-07
Boroughwide,SI_HOSPITALIZED_RATE,484.27,2020-06-07
Boroughwide,SI_DEATH_RATE,175.77,2020-06-07
0-17,BK_CASE_COUNT,1723,2020-06-08
0-17,BK_HOSPITALIZED_COUNT,165,2020-06-08
0-17,BK_DEATH_COUNT,3,2020-06-08
0-17,BK_CASE_RATE,295.48,2020-06-08
0-17,BK_HOSPITALIZED_RATE,28.3,2020-06-08
0-17,BK_DEATH_RATE,0.51,2020-06-08
0-17,BX_CASE_COUNT,1610,2020-06-08
0-17,BX_HOSPITALIZED_COUNT,144,2020-06-08
0-17,BX_DEATH_COUNT,5,2020-06-08
0-17,BX_CASE_RATE,456.26,2020-06-08
0-17,BX_HOSPITALIZED_RATE,40.81,2020-06-08
0-17,BX_DEATH_RATE,1.42,2020-06-08
0-17,MN_CASE_COUNT,434,2020-06-08
0-17,MN_HOSPITALIZED_COUNT,59,2020-06-08
0-17,MN_DEATH_COUNT,1,2020-06-08
0-17,MN_CASE_RATE,186.65,2020-06-08
0-17,MN_HOSPITALIZED_RATE,25.37,2020-06-08
0-17,MN_DEATH_RATE,0.43,2020-06-08
0-17,QN_CASE_COUNT,1466,2020-06-08
0-17,QN_HOSPITALIZED_COUNT,110,2020-06-08
0-17,QN_DEATH_COUNT,2,2020-06-08
0-17,QN_CASE_RATE,322.2,2020-06-08
0-17,QN_HOSPITALIZED_RATE,24.18,2020-06-08
0-17,QN_DEATH_RATE,0.44,2020-06-08
0-17,SI_CASE_COUNT,402,2020-06-08
0-17,SI_HOSPITALIZED_COUNT,24,2020-06-08
0-17,SI_DEATH_COUNT,0,2020-06-08
0-17,SI_CASE_RATE,388.71,2020-06-08
0-17,SI_HOSPITALIZED_RATE,23.21,2020-06-08
0-17,SI_DEATH_RATE,0,2020-06-08
18-44,BK_CASE_COUNT,20313,2020-06-08
18-44,BK_HOSPITALIZED_COUNT,2199,2020-06-08
18-44,BK_DEATH_COUNT,194,2020-06-08
18-44,BK_CASE_RATE,1935.46,2020-06-08
18-44,BK_HOSPITALIZED_RATE,209.52,2020-06-08
18-44,BK_DEATH_RATE,18.48,2020-06-08
18-44,BX_CASE_COUNT,17113,2020-06-08
18-44,BX_HOSPITALIZED_COUNT,2052,2020-06-08
18-44,BX_DEATH_COUNT,159,2020-06-08
18-44,BX_CASE_RATE,3079.71,2020-06-08
18-44,BX_HOSPITALIZED_RATE,369.28,2020-06-08
18-44,BX_DEATH_RATE,28.61,2020-06-08
18-44,MN_CASE_COUNT,8993,2020-06-08
18-44,MN_HOSPITALIZED_COUNT,1034,2020-06-08
18-44,MN_DEATH_COUNT,57,2020-06-08
18-44,MN_CASE_RATE,1209.67,2020-06-08
18-44,MN_HOSPITALIZED_RATE,139.09,2020-06-08
18-44,MN_DEATH_RATE,7.67,2020-06-08
18-44,QN_CASE_COUNT,23031,2020-06-08
18-44,QN_HOSPITALIZED_COUNT,2647,2020-06-08
18-44,QN_DEATH_COUNT,232,2020-06-08
18-44,QN_CASE_RATE,2688.15,2020-06-08
18-44,QN_HOSPITALIZED_RATE,308.95,2020-06-08
18-44,QN_DEATH_RATE,27.08,2020-06-08
18-44,SI_CASE_COUNT,5359,2020-06-08
18-44,SI_HOSPITALIZED_COUNT,331,2020-06-08
18-44,SI_DEATH_COUNT,30,2020-06-08
18-44,SI_CASE_RATE,3261.44,2020-06-08
18-44,SI_HOSPITALIZED_RATE,201.44,2020-06-08
18-44,SI_DEATH_RATE,18.26,2020-06-08
45-64,BK_CASE_COUNT,19531,2020-06-08
45-64,BK_HOSPITALIZED_COUNT,4513,2020-06-08
45-64,BK_DEATH_COUNT,1163,2020-06-08
45-64,BK_CASE_RATE,3305.05,2020-06-08
45-64,BK_HOSPITALIZED_RATE,763.69,2020-06-08
45-64,BK_DEATH_RATE,196.8,2020-06-08
45-64,BX_CASE_COUNT,17210,2020-06-08
45-64,BX_HOSPITALIZED_COUNT,4135,2020-06-08
45-64,BX_DEATH_COUNT,882,2020-06-08
45-64,BX_CASE_RATE,5058.46,2020-06-08
45-64,BX_HOSPITALIZED_RATE,1215.38,2020-06-08
45-64,BX_DEATH_RATE,259.24,2020-06-08
45-64,MN_CASE_COUNT,8396,2020-06-08
45-64,MN_HOSPITALIZED_COUNT,2349,2020-06-08
45-64,MN_DEATH_COUNT,354,2020-06-08
45-64,MN_CASE_RATE,2187.31,2020-06-08
45-64,MN_HOSPITALIZED_RATE,611.96,2020-06-08
45-64,MN_DEATH_RATE,92.22,2020-06-08
45-64,QN_CASE_COUNT,23743,2020-06-08
45-64,QN_HOSPITALIZED_COUNT,5976,2020-06-08
45-64,QN_DEATH_COUNT,1266,2020-06-08
45-64,QN_CASE_RATE,3894.61,2020-06-08
45-64,QN_HOSPITALIZED_RATE,980.25,2020-06-08
45-64,QN_DEATH_RATE,207.66,2020-06-08
45-64,SI_CASE_COUNT,5213,2020-06-08
45-64,SI_HOSPITALIZED_COUNT,819,2020-06-08
45-64,SI_DEATH_COUNT,174,2020-06-08
45-64,SI_CASE_RATE,3967.49,2020-06-08
45-64,SI_HOSPITALIZED_RATE,623.32,2020-06-08
45-64,SI_DEATH_RATE,132.43,2020-06-08
65-74,BK_CASE_COUNT,7834,2020-06-08
65-74,BK_HOSPITALIZED_COUNT,3412,2020-06-08
65-74,BK_DEATH_COUNT,1340,2020-06-08
65-74,BK_CASE_RATE,3832.89,2020-06-08
65-74,BK_HOSPITALIZED_RATE,1669.37,2020-06-08
65-74,BK_DEATH_RATE,655.61,2020-06-08
65-74,BX_CASE_COUNT,5266,2020-06-08
65-74,BX_HOSPITALIZED_COUNT,2586,2020-06-08
65-74,BX_DEATH_COUNT,939,2020-06-08
65-74,BX_CASE_RATE,5162.04,2020-06-08
65-74,BX_HOSPITALIZED_RATE,2534.95,2020-06-08
65-74,BX_DEATH_RATE,920.46,2020-06-08
65-74,MN_CASE_COUNT,3473,2020-06-08
65-74,MN_HOSPITALIZED_COUNT,1733,2020-06-08
65-74,MN_DEATH_COUNT,544,2020-06-08
65-74,MN_CASE_RATE,2373.22,2020-06-08
65-74,MN_HOSPITALIZED_RATE,1184.22,2020-06-08
65-74,MN_DEATH_RATE,371.73,2020-06-08
65-74,QN_CASE_COUNT,7283,2020-06-08
65-74,QN_HOSPITALIZED_COUNT,3507,2020-06-08
65-74,QN_DEATH_COUNT,1265,2020-06-08
65-74,QN_CASE_RATE,3623.58,2020-06-08
65-74,QN_HOSPITALIZED_RATE,1744.87,2020-06-08
65-74,QN_DEATH_RATE,629.39,2020-06-08
65-74,SI_CASE_COUNT,1365,2020-06-08
65-74,SI_HOSPITALIZED_COUNT,495,2020-06-08
65-74,SI_DEATH_COUNT,194,2020-06-08
65-74,SI_CASE_RATE,3007.6,2020-06-08
65-74,SI_HOSPITALIZED_RATE,1090.67,2020-06-08
65-74,SI_DEATH_RATE,427.45,2020-06-08
75+,BK_CASE_COUNT,7024,2020-06-08
75+,BK_HOSPITALIZED_COUNT,4123,2020-06-08
75+,BK_DEATH_COUNT,2508,2020-06-08
75+,BK_CASE_RATE,4535.8,2020-06-08
75+,BK_HOSPITALIZED_RATE,2662.46,2020-06-08
75+,BK_DEATH_RATE,1619.56,2020-06-08
75+,BX_CASE_COUNT,4751,2020-06-08
75+,BX_HOSPITALIZED_COUNT,2924,2020-06-08
75+,BX_DEATH_COUNT,1632,2020-06-08
75+,BX_CASE_RATE,5839.41,2020-06-08
75+,BX_HOSPITALIZED_RATE,3593.86,2020-06-08
75+,BX_DEATH_RATE,2005.88,2020-06-08
75+,MN_CASE_COUNT,4173,2020-06-08
75+,MN_HOSPITALIZED_COUNT,2592,2020-06-08
75+,MN_DEATH_COUNT,1390,2020-06-08
75+,MN_CASE_RATE,3404.84,2020-06-08
75+,MN_HOSPITALIZED_RATE,2114.87,2020-06-08
75+,MN_DEATH_RATE,1134.13,2020-06-08
75+,QN_CASE_COUNT,6757,2020-06-08
75+,QN_HOSPITALIZED_COUNT,4324,2020-06-08
75+,QN_DEATH_COUNT,2382,2020-06-08
75+,QN_CASE_RATE,4316.8,2020-06-08
75+,QN_HOSPITALIZED_RATE,2762.45,2020-06-08
75+,QN_DEATH_RATE,1521.77,2020-06-08
75+,SI_CASE_COUNT,1243,2020-06-08
75+,SI_HOSPITALIZED_COUNT,637,2020-06-08
75+,SI_DEATH_COUNT,439,2020-06-08
75+,SI_CASE_RATE,3925.1,2020-06-08
75+,SI_HOSPITALIZED_RATE,2011.49,2020-06-08
75+,SI_DEATH_RATE,1386.26,2020-06-08
Boroughwide,BK_CASE_COUNT,56530,2020-06-08
Boroughwide,BK_HOSPITALIZED_COUNT,14412,2020-06-08
Boroughwide,BK_DEATH_COUNT,5208,2020-06-08
Boroughwide,BK_CASE_RATE,2188.68,2020-06-08
Boroughwide,BK_HOSPITALIZED_RATE,557.99,2020-06-08
Boroughwide,BK_DEATH_RATE,201.64,2020-06-08
Boroughwide,BX_CASE_COUNT,46103,2020-06-08
Boroughwide,BX_HOSPITALIZED_COUNT,11841,2020-06-08
Boroughwide,BX_DEATH_COUNT,3617,2020-06-08
Boroughwide,BX_CASE_RATE,3219.19,2020-06-08
Boroughwide,BX_HOSPITALIZED_RATE,826.81,2020-06-08
Boroughwide,BX_DEATH_RATE,252.56,2020-06-08
Boroughwide,MN_CASE_COUNT,25553,2020-06-08
Boroughwide,MN_HOSPITALIZED_COUNT,7767,2020-06-08
Boroughwide,MN_DEATH_COUNT,2346,2020-06-08
Boroughwide,MN_CASE_RATE,1568.92,2020-06-08
Boroughwide,MN_HOSPITALIZED_RATE,476.88,2020-06-08
Boroughwide,MN_DEATH_RATE,144.04,2020-06-08
Boroughwide,QN_CASE_COUNT,62367,2020-06-08
Boroughwide,QN_HOSPITALIZED_COUNT,16565,2020-06-08
Boroughwide,QN_DEATH_COUNT,5148,2020-06-08
Boroughwide,QN_CASE_RATE,2736.71,2020-06-08
Boroughwide,QN_HOSPITALIZED_RATE,726.88,2020-06-08
Boroughwide,QN_DEATH_RATE,225.9,2020-06-08
Boroughwide,SI_CASE_COUNT,13590,2020-06-08
Boroughwide,SI_HOSPITALIZED_COUNT,2306,2020-06-08
Boroughwide,SI_DEATH_COUNT,837,2020-06-08
Boroughwide,SI_CASE_RATE,2853.97,2020-06-08
Boroughwide,SI_HOSPITALIZED_RATE,484.27,2020-06-08
Boroughwide,SI_DEATH_RATE,175.77,2020-06-08
0-17,BK_CASE_COUNT,1727,2020-06-09
0-17,BK_HOSPITALIZED_COUNT,166,2020-06-09
0-17,BK_DEATH_COUNT,3,2020-06-09
0-17,BK_CASE_RATE,296.16,2020-06-09
0-17,BK_HOSPITALIZED_RATE,28.47,2020-06-09
0-17,BK_DEATH_RATE,0.51,2020-06-09
0-17,BX_CASE_COUNT,1612,2020-06-09
0-17,BX_HOSPITALIZED_COUNT,144,2020-06-09
0-17,BX_DEATH_COUNT,5,2020-06-09
0-17,BX_CASE_RATE,456.83,2020-06-09
0-17,BX_HOSPITALIZED_RATE,40.81,2020-06-09
0-17,BX_DEATH_RATE,1.42,2020-06-09
